,index,파일번호,왼쪽 광대뼈 수직 비율,오른쪽 광대뼈 수직 비율,왼쪽 눈썹 수직 비율,오른쪽 눈썹 수직 비율,왼쪽눈 수직 비율,오른쪽눈 수직 비율,입 수직 비율,입 수평 비율,왼눈 수평 비율,오른눈 수평 비율,왼눈 오른쪽 각도,왼눈 왼쪽 각도,오른눈 오른쪽 각도,오른눈 왼쪽 각도,입술 왼쪽 각도,입술 오른쪽 각도
898,1409,2935,0.5902253917546207,0.5915310945159689,0.1555088632070459,0.14979266042042172,0.057166195047502956,0.07387728503667781,0.0924006865396515,0.4011365329328347,0.17927825112957127,0.19853923790340539,25.55996517182379,45.0,52.125016348901795,33.111341960372044,32.195733934713246,8.130102354155952
899,1410,2936,0.5543281460349908,0.5391389233955599,0.1107273064716533,0.11448655114560448,0.03914801463431357,0.027767067240353285,0.10226199851298273,0.39528470752104744,0.18780758057452937,0.18780758057452937,14.036243467926454,18.434948822922024,26.565051177077976,14.03624346792651,28.61045966596521,0.0
900,1411,2939,0.552865605150556,0.557709139504514,0.19425717247145285,0.17266923753889776,0.06868028197434452,0.04014478229518502,0.08730378697119727,0.3610618503489734,0.17677669529663687,0.22360679774997896,32.47119229084848,71.56505117707798,26.565051177077976,19.65382405805326,38.65980825409008,9.462322208025626
901,1414,2945,0.5332401409527632,0.5479504429144458,0.1130466837888443,0.12739589027486853,0.05055601391655587,0.07066652533375734,0.08304547985373996,0.4167235733497277,0.20104818294981228,0.20699177321687556,22.61986494804046,45.0,45.0,33.69006752597977,25.346175941946683,0.0
902,1415,2946,0.5569730497090409,0.553410249576078,0.16210296808748975,0.18550353712241643,0.0604122093330177,0.08295970381447579,0.14595127662315596,0.3144288124837404,0.20130496956873,0.22471927624751503,21.801409486351815,45.0,45.0,31.26373169437744,31.75948008481282,21.801409486351815
903,1416,2947,0.5782466371710492,0.5588423834088341,0.12464991373605704,0.12496095580101535,0.05574513610066167,0.07068859138436033,0.11585688927269844,0.3782402588708094,0.18599622199011084,0.18599622199011084,21.801409486351815,33.69006752597977,40.60129464500446,23.498565675952136,27.474431626277124,0.0
904,1417,2949,0.5495824017620384,0.5456337142090525,0.14285714285714285,0.14562684441417165,0.06388765649999399,0.05711954779775398,0.10806864539165983,0.3834824944236852,0.20962584018700858,0.2067736550386733,33.69006752597977,45.0,53.13010235415595,28.072486935852965,31.75948008481282,11.30993247402023
905,1418,2950,0.5482060758416536,0.547996624351191,0.11005469701975018,0.11297239823409416,0.06152244594482623,0.0547996624351191,0.10137145616929406,0.4134013701484873,0.19425717247145285,0.2171861213815347,26.565051177077976,63.434948822922024,33.69006752597977,28.072486935852965,35.13419305691565,9.462322208025626
906,1420,2953,0.549457108596159,0.53578817224463,0.08823529411764706,0.09284766908852593,0.04159451654038515,0.041522739926869986,0.1079505160300009,0.37142857142857144,0.1794871794871795,0.1794871794871795,14.036243467926482,18.434948822922024,18.434948822922024,14.03624346792651,27.474431626277124,0.0
907,1422,2956,0.52953977294819,0.4986229662643395,0.1605403247669839,0.13675478122178655,0.07179581586177382,0.0741656932483308,0.12071432805669137,0.3834824944236852,0.21374114996372895,0.17811762496977412,32.47119229084848,45.0,71.56505117707798,32.47119229084848,18.434948822922024,14.036243467926482
